drug,drug_id,drug_actif,class_medi,category
scopolamine butylbromide,D01451,scopolamine,"Antispasmodics, Gastrointestinal",Gastrointestinal Agents
scopolamine hydrobromide,D02071,scopolamine,"Antispasmodics, Gastrointestinal",Gastrointestinal Agents
cimetidine,D00295,cimetidine,Histamine2 (H2) receptor Antagonists,Gastrointestinal Agents
cimetidine hydrochloride,D03503,cimetidine,Histamine2 (H2) receptor Antagonists,Gastrointestinal Agents
famotidine,D00318,famotidine,Histamine2 (H2) receptor Antagonists,Gastrointestinal Agents
nizatidine,D00440,nizatidine,Histamine2 (H2) receptor Antagonists,Gastrointestinal Agents
ranitidine,D00422,ranitidine,Histamine2 (H2) receptor Antagonists,Gastrointestinal Agents
ranitidine bismuth citrate,D05699,ranitidine,Histamine2 (H2) receptor Antagonists,Gastrointestinal Agents
ranitidine hydrochloride,D00673,ranitidine,Histamine2 (H2) receptor Antagonists,Gastrointestinal Agents
alosetron,D07129,alosetron,Irritable Bowel Syndrome Agents,Gastrointestinal Agents
alosetron hydrochloride,D02829,alosetron,Irritable Bowel Syndrome Agents,Gastrointestinal Agents
linaclotide,D09355,linaclotide,Irritable Bowel Syndrome Agents,Gastrointestinal Agents
linaclotide acetate,D06612,linaclotide,Irritable Bowel Syndrome Agents,Gastrointestinal Agents
lubiprostone,D04790,lubiprostone,Irritable Bowel Syndrome Agents,Gastrointestinal Agents
lactulose,D00352,lactulose,Laxatives,Gastrointestinal Agents
misoprostol,D00419,misoprostol,Protectants,Gastrointestinal Agents
sucralfate,D00446,sucralfate,Protectants,Gastrointestinal Agents
dexlansoprazole,D08903,dexlansoprazole,Proton Pump Inhibitors,Gastrointestinal Agents
esomeprazole,D07917,esomeprazole,Proton Pump Inhibitors,Gastrointestinal Agents
esomeprazole magnesium,D01984,esomeprazole,Proton Pump Inhibitors,Gastrointestinal Agents
esomeprazole sodium,D04056,esomeprazole,Proton Pump Inhibitors,Gastrointestinal Agents
esomeprazole potassium,D09339,esomeprazole,Proton Pump Inhibitors,Gastrointestinal Agents
esomeprazole strontium,D10120,esomeprazole,Proton Pump Inhibitors,Gastrointestinal Agents
lansoprazole,D00355,lansoprazole,Proton Pump Inhibitors,Gastrointestinal Agents
omeprazole,D00455,omeprazole,Proton Pump Inhibitors,Gastrointestinal Agents
omeprazole sodium,D01207,omeprazole,Proton Pump Inhibitors,Gastrointestinal Agents
omeprazole sodium injection,D05261,omeprazole,Proton Pump Inhibitors,Gastrointestinal Agents
omeprazole magnesium,D05259,omeprazole,Proton Pump Inhibitors,Gastrointestinal Agents
pantoprazole,D05353,pantoprazole,Proton Pump Inhibitors,Gastrointestinal Agents
pantoprazole sodium,D02593,pantoprazole,Proton Pump Inhibitors,Gastrointestinal Agents
rabeprazole,D08463,rabeprazole,Proton Pump Inhibitors,Gastrointestinal Agents
rabeprazole sodium,D00724,rabeprazole,Proton Pump Inhibitors,Gastrointestinal Agents
alvimopan,D02878,alvimopan,"Gastrointestinal Agents, Other",Gastrointestinal Agents
crofelemer,D03605,crofelemer,"Gastrointestinal Agents, Other",Gastrointestinal Agents
atropine sulfate - diphenoxylate hydrochloride mixt,D00301,diphenoxylate hydrochloride and atropine sulfate,"Gastrointestinal Agents, Other",Gastrointestinal Agents
loperamide,D08144,loperamide,"Gastrointestinal Agents, Other",Gastrointestinal Agents
loperamide hydrochloride,D00729,loperamide,"Gastrointestinal Agents, Other",Gastrointestinal Agents
loperamide oxide,D07113,loperamide,"Gastrointestinal Agents, Other",Gastrointestinal Agents
methylnaltrexone bromide,D06618,methylnaltrexone,"Gastrointestinal Agents, Other",Gastrointestinal Agents
metoclopramide,D00726,metoclopramide,"Gastrointestinal Agents, Other",Gastrointestinal Agents
metoclopramide hydrochloride,D02213,metoclopramide,"Gastrointestinal Agents, Other",Gastrointestinal Agents
metoclopramide hydrochloride,D05008,metoclopramide,"Gastrointestinal Agents, Other",Gastrointestinal Agents
rifaximin,D02554,rifaximin,"Gastrointestinal Agents, Other",Gastrointestinal Agents
ursodiol,D00734,ursodiol,"Gastrointestinal Agents, Other",Gastrointestinal Agents
glutamine,D00015,glutamine,"Gastrointestinal Agents, Other",Gastrointestinal Agents
somatropin,D02691,somatropin,"Gastrointestinal Agents, Other",Gastrointestinal Agents
teduglutide,D06053,teduglutide,"Gastrointestinal Agents, Other",Gastrointestinal Agents
mirabegron,D09535,mirabegron,"Antispasmodics, Urinary",Genitourinary Agents
darifenacin,D03654,darifenacin,"Antispasmodics, Urinary",Genitourinary Agents
darifenacin hydrobromide,D01699,darifenacin,"Antispasmodics, Urinary",Genitourinary Agents
fesoterodine,D07226,fesoterodine,"Antispasmodics, Urinary",Genitourinary Agents
fesoterodine fumarate,D08923,fesoterodine,"Antispasmodics, Urinary",Genitourinary Agents
flavoxate,D07961,flavoxate,"Antispasmodics, Urinary",Genitourinary Agents
flavoxate hydrochloride,D00718,flavoxate,"Antispasmodics, Urinary",Genitourinary Agents
oxybutynin,D00465,oxybutynin,"Antispasmodics, Urinary",Genitourinary Agents
oxybutynin chloride,D00722,oxybutynin,"Antispasmodics, Urinary",Genitourinary Agents
solifenacin,D08522,solifenacin,"Antispasmodics, Urinary",Genitourinary Agents
solifenacin succinate,D01269,solifenacin,"Antispasmodics, Urinary",Genitourinary Agents
tolterodine,D00646,tolterodine,"Antispasmodics, Urinary",Genitourinary Agents
tolterodine tartrate,D01148,tolterodine,"Antispasmodics, Urinary",Genitourinary Agents
trospium chloride,D01103,trospium,"Antispasmodics, Urinary",Genitourinary Agents
alfuzosin,D07124,alfuzosin,Benign Prostatic Hypertrophy Agents,Genitourinary Agents
alfuzosin hydrochloride,D01692,alfuzosin,Benign Prostatic Hypertrophy Agents,Genitourinary Agents
doxazosin,D07874,doxazosin,Benign Prostatic Hypertrophy Agents,Genitourinary Agents
doxazosin mesylate,D00608,doxazosin,Benign Prostatic Hypertrophy Agents,Genitourinary Agents
prazosin,D08411,prazosin,Benign Prostatic Hypertrophy Agents,Genitourinary Agents
prazosin hydrochloride,D00609,prazosin,Benign Prostatic Hypertrophy Agents,Genitourinary Agents
silodosin,D01965,silodosin,Benign Prostatic Hypertrophy Agents,Genitourinary Agents
tamsulosin,D08560,tamsulosin,Benign Prostatic Hypertrophy Agents,Genitourinary Agents
tamsulosin hydrochloride,D01024,tamsulosin,Benign Prostatic Hypertrophy Agents,Genitourinary Agents
terazosin,D08569,terazosin,Benign Prostatic Hypertrophy Agents,Genitourinary Agents
terazosin hydrochloride,D00610,terazosin,Benign Prostatic Hypertrophy Agents,Genitourinary Agents
dutasteride,D03820,dutasteride,Benign Prostatic Hypertrophy Agents,Genitourinary Agents
finasteride,D00321,finasteride,Benign Prostatic Hypertrophy Agents,Genitourinary Agents
tadalafil,D02008,tadalafil,Benign Prostatic Hypertrophy Agents,Genitourinary Agents
calcium acetate,D00931,calcium acetate,Phosphate Binders,Genitourinary Agents
calcium acetate,D02257,calcium acetate,Phosphate Binders,Genitourinary Agents
lanthanum carbonate,D04667,lanthanum,Phosphate Binders,Genitourinary Agents
sevelamer,D08512,sevelamer,Phosphate Binders,Genitourinary Agents
sevelamer hydrochloride,D01983,sevelamer,Phosphate Binders,Genitourinary Agents
sevelamer carbonate,D06642,sevelamer,Phosphate Binders,Genitourinary Agents
bethanechol chloride,D01000,bethanechol,"Genitourinary Agents, Other",Genitourinary Agents
penicillamine,D00496,penicillamine,"Genitourinary Agents, Other",Genitourinary Agents
penicillamine hydrochloride,D08330,penicillamine,"Genitourinary Agents, Other",Genitourinary Agents
pentosan polysulfate sodium,D05428,pentosan polysulfate,"Genitourinary Agents, Other",Genitourinary Agents
oxandrolone,D00462,oxandrolone,Anabolic Steroids,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
danazol,D00289,danazol,Androgens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
fluoxymesterone,D00327,fluoxymesterone,Androgens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
methyltestosterone,D00408,methyltestosterone,Androgens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
testosterone,D00075,testosterone,Androgens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
testosterone cypionate,D00957,testosterone,Androgens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
testosterone enanthate,D00958,testosterone,Androgens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
testosterone propionate,D00959,testosterone,Androgens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
testosterone ketolaurate,D06085,testosterone,Androgens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
testosterone phenylacetate,D06086,testosterone,Androgens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
testosterone undecanoate,D06087,testosterone,Androgens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
testosterone decanoate,D08573,testosterone,Androgens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
testosterone phenylpropionate,D08574,testosterone,Androgens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
estradiol,D00105,estradiol,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
estradiol valerate,D01413,estradiol,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
estradiol dipropionate,D01617,estradiol,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
estradiol benzoate,D01953,estradiol,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
estradiol acetate,D04061,estradiol,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
estradiol cypionate,D04063,estradiol,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
estradiol enanthate,D04064,estradiol,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
estradiol undecylate,D04065,estradiol,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
estradiol hemihydrate,D07918,estradiol,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
estradiol 17 beta-hemisuccinate,D07919,estradiol,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
"estrogens, conjugated",D04070,"estrogens, conjugated",Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
"synthetic conjugated estrogens, b",D05987,"estrogens, conjugated synthetic",Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
"estrogens, esterified",D04071,"estrogens, esterified",Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
estrone,D00067,estrone,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
estrone sodium sulfate,D00312,estrone,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
estropipate,D00948,estrone,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
estropipate,D00948,estropipate,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
ethinyl estradiol,D00554,ethinyl estradiol,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
ethinylestradiol propanesulfonate,D07928,ethinyl estradiol,Estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
ulipristal,D09567,ulipristal,Progesterone Agonists/Antagonists,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
ulipristal acetate,D09687,ulipristal,Progesterone Agonists/Antagonists,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
levonorgestrel,D00950,levonorgestrel,Progestins,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
medroxyprogesterone,D08166,medroxyprogesterone,Progestins,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
medroxyprogesterone acetate,D00951,medroxyprogesterone,Progestins,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
megestrol,D08167,megestrol,Progestins,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
megestrol acetate,D00952,megestrol,Progestins,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
norethindrone,D00182,norethindrone,Progestins,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
norethindrone acetate,D00953,norethindrone,Progestins,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
norgestrel,D00954,norgestrel,Progestins,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
progesterone,D00066,progesterone,Progestins,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
raloxifene,D08465,raloxifene,Selective Estrogen Receptor Modifying Agents,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
raloxifene hydrochloride,D02217,raloxifene,Selective Estrogen Receptor Modifying Agents,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
raloxifene hydrochloride hydrate,D10606,raloxifene,Selective Estrogen Receptor Modifying Agents,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
ospemifene,D08958,ospemifene,Selective Estrogen Receptor Modifying Agents,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)"
methimazole,D00401,methimazole,Antithyroid Agents,"Hormonal Agents, Suppressant (Thyroid)"
propylthiouracil,D00562,propylthiouracil,Antithyroid Agents,"Hormonal Agents, Suppressant (Thyroid)"
icatibant acetate,D04492,icatibant,Angioedema (HAE) Agents,Immunological Agents
mycophenolic acid,D05096,mycophenolic acid,Immune Suppressants,Immunological Agents
mycophenolate mofetil,D00752,mycophenolic acid,Immune Suppressants,Immunological Agents
mycophenolate mofetil hydrochloride,D05094,mycophenolic acid,Immune Suppressants,Immunological Agents
mycophenolate sodium,D05095,mycophenolic acid,Immune Suppressants,Immunological Agents
tacrolimus,D08556,tacrolimus,Immune Suppressants,Immunological Agents
tacrolimus,D00107,tacrolimus,Immune Suppressants,Immunological Agents
cyclosporine,D00184,cyclosporine,Immune Suppressants,Immunological Agents
tofacitinib,D09970,tofacitinib,Immune Suppressants,Immunological Agents
tofacitinib citrate,D09783,tofacitinib,Immune Suppressants,Immunological Agents
sirolimus,D00753,sirolimus,Immune Suppressants,Immunological Agents
mercaptopurine,D04931,mercaptopurine,Immune Suppressants,Immunological Agents
mercaptopurine,D00161,mercaptopurine,Immune Suppressants,Immunological Agents
abatacept,D03203,abatacept,Immune Suppressants,Immunological Agents
anakinra,D02934,anakinra,Immune Suppressants,Immunological Agents
everolimus,D02714,everolimus,Immune Suppressants,Immunological Agents
methotrexate,D00142,methotrexate,Immune Suppressants,Immunological Agents
methotrexate sodium,D02115,methotrexate,Immune Suppressants,Immunological Agents
penicillamine,D00496,penicillamine,Immune Suppressants,Immunological Agents
penicillamine hydrochloride,D08330,penicillamine,Immune Suppressants,Immunological Agents
pimecrolimus,D05480,pimecrolimus,Immune Suppressants,Immunological Agents
azathioprine,D00238,azathioprine,Immune Suppressants,Immunological Agents
azathioprine sodium,D03033,azathioprine,Immune Suppressants,Immunological Agents
adalimumab,D02597,adalimumab,Immune Suppressants,Immunological Agents
certolizumab pegol,D03441,certolizumab pegol,Immune Suppressants,Immunological Agents
etanercept,D00742,etanercept,Immune Suppressants,Immunological Agents
golimumab,D04358,golimumab,Immune Suppressants,Immunological Agents
infliximab,D02598,infliximab,Immune Suppressants,Immunological Agents
"anti-human thymocyte immunoglobulin, equine",D08808,anti-thymocyte globulin,"Immunizing Agents, Passive",Immunological Agents
"anti-human thymocyte immunoglobulin, rabbit",D09190,anti-thymocyte globulin,"Immunizing Agents, Passive",Immunological Agents
immune globulin intravenous pentetate,D04516,immune globulin intravenous (human),"Immunizing Agents, Passive",Immunological Agents
belimumab,D03068,belimumab,Immunomodulators,Immunological Agents
interferon gamma-1b,D00747,"interferon gamma-1b, recombinant",Immunomodulators,Immunological Agents
canakinumab,D09315,canakinumab,Immunomodulators,Immunological Agents
rilonacept,D06635,rilonacept,Immunomodulators,Immunological Agents
tocilizumab,D02596,tocilizumab,Immunomodulators,Immunological Agents
auranofin,D00237,auranofin,Immunomodulators,Immunological Agents
leflunomide,D00749,leflunomide,Immunomodulators,Immunological Agents
natalizumab,D06886,natalizumab,Immunomodulators,Immunological Agents
adsorbed diphtheria-tetanus combined toxoid,D05257,diphtheria and tetanus toxoids adsorbed (dt),Vaccines,Immunological Agents
adsorbed diphtheria-purified pertussis-tetanus combined vaccine,D05356,diphtheria and tetanus toxoids and acellular pertussis vaccine adsorbed (dtap),Vaccines,Immunological Agents
adsorbed diphtheria-purified pertussis-tetanus-inactivated polio combined vaccine,D10214,diphtheria and tetanus toxoids and acellular pertussis absorbed and inactivated poliovirus (dtap-ipv) vaccine,Vaccines,Immunological Agents
haemophilus influenzae type b conjugate vaccine,D09189,haemophilus b conjugate vaccine,Vaccines,Immunological Agents
adsorbed hepatitis b vaccine,D06475,hepatitis b virus vaccine recombinant,Vaccines,Immunological Agents
adsorbed hepatitis b vaccine,D05324,hepatitis b virus vaccine recombinant,Vaccines,Immunological Agents
japanese encephalitis vaccine,D05313,japanese encephalitis virus vaccine inactivated,Vaccines,Immunological Agents
measles virus vaccine live,D06806,measles virus vaccine live,Vaccines,Immunological Agents
freeze-dried live attenuated measles vaccine,D04866,measles virus vaccine live,Vaccines,Immunological Agents
meningococcal polysaccharide vaccine group a,D04910,meningococcal polysaccharide vaccine,Vaccines,Immunological Agents
meningococcal polysaccharide vaccine group c,D06415,meningococcal polysaccharide vaccine,Vaccines,Immunological Agents
recombinant adsorbed bivalent human papillomavirus-like particle vaccine,D10212,human papillomavirus bivalent (type 16 and 18) vaccine recombinant,Vaccines,Immunological Agents
recombinant adsorbed quadrivalent human papillomavirus virus-like particle vaccine,D10192,"human papillomavirus quadrivalent (types 6, 11, 16 and 18) vaccine recombinant",Vaccines,Immunological Agents
poliovirus vaccine inactivated,D05543,poliovirus vaccine inactivated,Vaccines,Immunological Agents
rabies vaccine,D06504,rabies vaccine,Vaccines,Immunological Agents
rubella virus vaccine live,D05362,rubella virus vaccine,Vaccines,Immunological Agents
freeze-dried live attenuated rubella vaccine,D06512,rubella virus vaccine,Vaccines,Immunological Agents
tetanus toxoid,D06547,tetanus toxoid,Vaccines,Immunological Agents
tetanus toxoid adsorbed,D05316,tetanus toxoid adsorbed,Vaccines,Immunological Agents
typhoid vaccine,D06261,typhoid vaccine live oral,Vaccines,Immunological Agents
freeze-dried live attenuated varicella vaccine,D08777,varicella virus vaccine,Vaccines,Immunological Agents
yellow fever vaccine,D06347,yellow fever vaccine,Vaccines,Immunological Agents
betamethasone,D00244,betamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
betamethasone sodium phosphate,D00972,betamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
betamethasone valerate,D01357,betamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
betamethasone acetate,D01402,betamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
betamethasone dipropionate,D01637,betamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
betamethasone butyrate propionate,D02032,betamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
betamethasone benzoate,D02286,betamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
budesonide,D00246,budesonide,Glucocorticoids,Inflammatory Bowel Disease Agents
cortisone,D07749,cortisone,Glucocorticoids,Inflammatory Bowel Disease Agents
cortisone acetate,D00973,cortisone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone,D00292,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone sodium phosphate,D00975,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone metasulfobenzoate sodium,D01510,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone palmitate,D01615,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone dipropionate,D01632,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone valerate,D01948,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone acetate,D02174,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone acefurate,D02591,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone beloxil,D02592,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone cipecilate,D07073,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone 21-acetate,D07796,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone isonicotinate,D07797,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone sodium hemisulfate,D07798,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone 21-tebutate,D07799,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone 21-valerate,D07800,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone phenylpropionate,D07801,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
dexamethasone phosphate,D07802,dexamethasone,Glucocorticoids,Inflammatory Bowel Disease Agents
hydrocortisone,D00088,hydrocortisone,Glucocorticoids,Inflammatory Bowel Disease Agents
hydrocortisone acetate,D00165,hydrocortisone,Glucocorticoids,Inflammatory Bowel Disease Agents
hydrocortisone cypionate,D00976,hydrocortisone,Glucocorticoids,Inflammatory Bowel Disease Agents
hydrocortisone sodium phosphate,D00977,hydrocortisone,Glucocorticoids,Inflammatory Bowel Disease Agents
hydrocortisone sodium succinate,D00978,hydrocortisone,Glucocorticoids,Inflammatory Bowel Disease Agents
hydrocortisone succinate,D01442,hydrocortisone,Glucocorticoids,Inflammatory Bowel Disease Agents
hydrocortisone butyrate,D01619,hydrocortisone,Glucocorticoids,Inflammatory Bowel Disease Agents
hydrocortisone probutate,D01886,hydrocortisone,Glucocorticoids,Inflammatory Bowel Disease Agents
hydrocortisone valerate,D02288,hydrocortisone,Glucocorticoids,Inflammatory Bowel Disease Agents
hydrocortisone hemisuccinate,D04467,hydrocortisone,Glucocorticoids,Inflammatory Bowel Disease Agents
hydrocortisone aceponate,D06876,hydrocortisone,Glucocorticoids,Inflammatory Bowel Disease Agents
hydrocortisone caproate,D09796,hydrocortisone,Glucocorticoids,Inflammatory Bowel Disease Agents
methylprednisolone,D00407,methylprednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
methylprednisolone sodium succinate,D00751,methylprednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
methylprednisolone acetate,D00979,methylprednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
methylprednisolone hemisuccinate,D05000,methylprednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
methylprednisolone sodium phosphate,D05001,methylprednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
methylprednisolone suleptanate,D05002,methylprednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
methylprednisolone aceponate,D07203,methylprednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
prednisolone,D00472,prednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
prednisolone acetate,D00980,prednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
prednisolone sodium phosphate,D00981,prednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
prednisolone tebutate,D00982,prednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
prednisolone sodium succinate,D01239,prednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
prednisolone farnesylate,D01998,prednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
prednisolone hemisuccinate,D02156,prednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
prednisolone valerate acetate,D03301,prednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
prednisolone pivalate,D08412,prednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
prednisolone sodium metazoate,D08413,prednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
prednisolone 21-,D08414,prednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
prednisolone steaglate,D08415,prednisolone,Glucocorticoids,Inflammatory Bowel Disease Agents
prednisone,D00473,prednisone,Glucocorticoids,Inflammatory Bowel Disease Agents
prednisone acetate,D08416,prednisone,Glucocorticoids,Inflammatory Bowel Disease Agents
triamcinolone,D00385,triamcinolone,Glucocorticoids,Inflammatory Bowel Disease Agents
triamcinolone acetonide,D00983,triamcinolone,Glucocorticoids,Inflammatory Bowel Disease Agents
triamcinolone diacetate,D00984,triamcinolone,Glucocorticoids,Inflammatory Bowel Disease Agents
triamcinolone hexacetonide,D00985,triamcinolone,Glucocorticoids,Inflammatory Bowel Disease Agents
triamcinolone acetonide sodium phosphate,D06216,triamcinolone,Glucocorticoids,Inflammatory Bowel Disease Agents
balsalazide,D07488,balsalazide,Aminosalicylates,Inflammatory Bowel Disease Agents
balsalazide disodium,D02715,balsalazide,Aminosalicylates,Inflammatory Bowel Disease Agents
mesalamine,D00377,mesalamine,Aminosalicylates,Inflammatory Bowel Disease Agents
olsalazine,D08295,olsalazine,Aminosalicylates,Inflammatory Bowel Disease Agents
olsalazine sodium,D00727,olsalazine,Aminosalicylates,Inflammatory Bowel Disease Agents
sulfasalazine,D00448,sulfasalazine,Sulfonamides,Inflammatory Bowel Disease Agents
azelastine,D07483,azelastine,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
azelastine hydrochloride,D00659,azelastine,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
bepotastine,D09705,bepotastine,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
bepotastine besylate,D01654,bepotastine,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
cromolyn sodium,D00526,cromolyn,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
emedastine,D07890,emedastine,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
emedastine difumarate,D02249,emedastine,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
epinastine,D07900,epinastine,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
epinastine hydrochloride,D01713,epinastine,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
lodoxamide,D08139,lodoxamide,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
lodoxamide ethyl,D04760,lodoxamide,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
lodoxamide tromethamine,D04762,lodoxamide,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
nedocromil,D05129,nedocromil,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
nedocromil sodium,D00527,nedocromil,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
nedocromil calcium,D05130,nedocromil,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
olopatadine,D08293,olopatadine,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
olopatadine hydrochloride,D01192,olopatadine,Ophthalmic Anti-allergy Agents,Ophthalmic Agents
